seller_id,registration_date,business_category,identity_consistency_score,email_domain_age_days,device_id,ip_hash,is_fraud,fraud_type
S000383,2025-03-29,Toys,0.926,1663,D003676,IP009291,False,none
S000384,2025-01-12,Sports,0.927,1048,D007538,IP000140,False,none
S000385,2025-02-14,Toys,0.871,646,D001437,IP002212,False,none
S000386,2025-01-25,Automotive Parts,0.953,923,D007321,IP001070,False,none
S000387,2025-10-31,Home & Kitchen,0.977,2779,D007316,IP006412,True,bust_out
S000388,2025-11-22,Beauty,0.878,267,D002537,IP004588,False,none
S000389,2025-02-25,Home & Kitchen,0.839,2468,D000616,IP001331,False,none
S000390,2025-09-30,Home & Kitchen,0.939,914,D009928,IP009412,False,none
S000391,2025-03-07,Sports,0.76,796,D000765,IP005517,True,account_takeover
S000392,2025-05-15,Beauty,0.778,2429,D004684,IP002487,False,none
S000393,2025-08-07,Beauty,0.845,2883,D000011,IP009458,False,none
S000394,2025-09-20,Books,0.676,2974,D004174,IP006983,True,account_takeover
S000395,2025-11-16,Jewelry,0.933,803,D008209,IP001298,False,none
S000396,2025-01-17,Home & Kitchen,0.754,1773,D005018,IP008265,True,triangulation
S000397,2025-03-13,Fashion,0.803,878,D002397,IP000590,False,none
S000398,2025-04-13,Home & Kitchen,0.829,581,D003940,IP009067,False,none
S000399,2025-04-24,Sports,0.854,1158,D000923,IP003934,False,none
S000400,2025-12-31,Automotive Parts,0.816,188,D005936,IP002934,False,none
S000401,2025-10-11,Fashion,0.843,495,D000041,IP000534,True,bust_out
S000402,2025-04-27,Electronics,0.844,1787,D003496,IP009312,False,none
S000403,2025-12-21,Sports,0.237,9,D000606,IP005596,True,synthetic_identity
S000404,2025-07-02,Automotive Parts,0.773,812,D002399,IP006079,False,none
S000405,2025-07-02,Sports,0.958,1672,D000674,IP008503,False,none
S000406,2025-06-08,Automotive Parts,0.64,2293,D009279,IP005084,True,triangulation
S000407,2025-02-22,Books,0.829,2683,D007720,IP002898,False,none
S000408,2025-12-08,Electronics,0.803,1705,D009278,IP007783,True,bust_out
S000409,2025-01-06,Toys,0.892,723,D006830,IP005301,False,none
S000410,2025-03-05,Grocery,0.705,2138,D004962,IP002387,False,none
S000411,2025-03-25,Sports,0.8,511,D001740,IP008445,False,none
S000412,2025-04-12,Fashion,0.84,418,D009621,IP008125,False,none
S000413,2025-02-18,Fashion,0.957,1076,D009175,IP002472,False,none
S000414,2025-01-07,Books,0.883,987,D004157,IP006499,False,none
S000415,2025-09-05,Toys,0.732,439,D002256,IP009209,False,none
S000416,2025-12-20,Sports,0.801,158,D003873,IP007993,False,none
S000417,2025-02-14,Beauty,0.939,2838,D003941,IP001987,False,none
S000418,2025-04-19,Beauty,0.73,2032,D009169,IP008557,False,none
S000419,2025-07-04,Books,0.842,2152,D000668,IP000563,False,none
S000420,2025-12-05,Electronics,0.233,0,D006329,IP006173,True,synthetic_identity
S000421,2025-09-11,Toys,0.811,2388,D007685,IP005114,False,none
S000422,2025-10-07,Beauty,1.0,1094,D007625,IP000367,False,none
S000423,2025-08-01,Grocery,0.809,2244,D001932,IP007260,False,none
S000424,2025-06-02,Grocery,0.895,1471,D004127,IP002977,False,none
S000425,2025-03-14,Toys,0.773,729,D003420,IP008522,False,none
S000426,2025-11-12,Home & Kitchen,0.903,787,D004070,IP008780,False,none
S000427,2025-10-21,Home & Kitchen,0.937,422,D000870,IP005904,False,none
S000428,2025-01-10,Home & Kitchen,0.791,2489,D000833,IP006269,False,none
S000429,2025-09-19,Home & Kitchen,0.845,1288,D000241,IP000520,False,none
S000430,2025-01-31,Grocery,0.76,2340,D009667,IP008900,False,none
S000431,2025-09-27,Electronics,0.736,2487,D004167,IP006815,False,none
S000432,2025-10-29,Electronics,0.954,501,D002279,IP003845,False,none
S000433,2025-02-17,Sports,0.795,992,D007976,IP000857,False,none
S000434,2025-06-08,Home & Kitchen,0.609,373,D004942,IP005047,False,none
S000435,2025-02-15,Jewelry,1.0,29,D003645,IP009008,False,none
S000436,2025-07-27,Grocery,0.77,2959,D001146,IP008625,False,none
S000437,2025-12-05,Grocery,0.825,1980,D003860,IP000986,False,none
S000438,2025-01-30,Toys,1.0,1355,D006469,IP007620,False,none
S000439,2025-05-26,Toys,0.836,600,D006234,IP000818,False,none
S000440,2025-12-22,Toys,0.834,1773,D003908,IP003775,True,account_takeover
S000441,2025-04-20,Fashion,0.727,1628,D006130,IP004471,False,none
S000442,2025-02-18,Sports,0.687,669,D007676,IP000226,False,none
S000443,2025-06-28,Jewelry,0.833,45,D009302,IP001372,False,none
S000444,2025-07-05,Home & Kitchen,0.886,1407,D005283,IP008803,False,none
S000445,2025-08-30,Electronics,0.881,1527,D002277,IP006294,False,none
S000446,2025-04-25,Sports,0.802,2394,D001294,IP007863,False,none
S000447,2025-12-15,Beauty,0.852,1181,D001577,IP005714,False,none
S000448,2025-07-10,Grocery,0.666,292,D000107,IP004491,True,stolen_goods
S000449,2025-04-15,Jewelry,0.896,2641,D005581,IP000182,False,none
S000450,2025-12-17,Automotive Parts,0.866,1241,D002124,IP005462,False,none
S000451,2025-12-04,Beauty,1.0,2165,D002260,IP007705,False,none
S000452,2025-07-02,Automotive Parts,0.851,130,D007243,IP002043,False,none
S000453,2025-01-10,Fashion,0.756,109,D003196,IP004910,False,none
S000454,2025-08-06,Beauty,0.845,70,D008285,IP004121,False,none
S000455,2025-07-22,Home & Kitchen,0.817,2368,D001370,IP008709,False,none
S000456,2025-02-24,Automotive Parts,0.893,723,D003413,IP001631,False,none
S000457,2025-08-20,Books,0.853,2373,D000515,IP001053,False,none
S000458,2025-11-03,Beauty,0.724,2834,D005359,IP002105,False,none
S000459,2025-02-08,Fashion,0.686,1990,D001248,IP001562,False,none
S000460,2025-09-22,Grocery,0.876,2957,D002400,IP008463,False,none
S000461,2025-02-21,Books,0.988,2787,D007354,IP002605,True,triangulation
S000462,2025-10-01,Jewelry,0.858,2168,D008804,IP003624,False,none
S000463,2025-06-02,Toys,0.931,2409,D005454,IP002571,False,none
S000464,2025-01-03,Fashion,0.951,1810,D009652,IP008147,False,none
S000465,2025-12-19,Beauty,0.877,657,D007566,IP006640,False,none
S000466,2025-03-02,Books,0.769,309,D007529,IP004738,False,none
S000467,2025-08-06,Home & Kitchen,0.87,1145,D009906,IP007989,False,none
S000468,2025-03-08,Electronics,0.971,1425,D000888,IP000707,False,none
S000469,2025-12-07,Jewelry,0.903,1050,D002321,IP006784,False,none
S000470,2025-09-27,Sports,0.925,306,D004371,IP003615,False,none
S000471,2025-10-21,Beauty,0.804,1515,D006183,IP003792,False,none
S000472,2025-06-07,Sports,0.83,1496,D009905,IP001582,False,none
S000473,2025-06-20,Grocery,0.838,2861,D000990,IP000970,True,bust_out
S000474,2025-08-20,Electronics,0.845,2862,D002293,IP006935,False,none
S000475,2025-10-14,Toys,0.967,1847,D002981,IP008501,False,none
S000476,2025-11-06,Home & Kitchen,0.615,2551,D006704,IP009113,False,none
S000477,2025-01-07,Electronics,0.853,939,D009516,IP002435,False,none
S000478,2025-08-31,Electronics,0.842,2908,D009385,IP007630,False,none
S000479,2025-02-09,Toys,0.713,2824,D007476,IP001112,False,none
S000480,2025-04-16,Sports,0.917,376,D007732,IP007784,False,none
S000481,2025-10-30,Sports,0.778,2101,D004155,IP005661,False,none
S000482,2025-04-02,Grocery,0.814,1373,D006088,IP008618,False,none
S000483,2025-10-18,Toys,1.0,798,D001709,IP000675,False,none
S000484,2025-06-18,Sports,0.951,1236,D005067,IP007766,False,none
S000485,2025-03-26,Jewelry,0.907,2719,D002926,IP004670,False,none
S000486,2025-05-02,Books,0.888,2772,D009288,IP005685,False,none
S000487,2025-07-13,Automotive Parts,0.834,1033,D003675,IP005389,False,none
S000488,2025-10-07,Home & Kitchen,1.0,1385,D003947,IP007142,False,none
S000489,2025-08-10,Grocery,0.93,1549,D004027,IP005990,False,none
S000490,2025-12-07,Books,0.775,2200,D009012,IP004159,False,none
S000491,2025-11-13,Sports,0.71,1438,D009325,IP004353,False,none
S000492,2025-10-02,Electronics,0.907,1188,D004310,IP000707,False,none
S000493,2025-08-09,Sports,0.844,2770,D009957,IP007242,False,none
S000494,2025-04-16,Jewelry,0.707,1118,D007565,IP007055,False,none
S000495,2025-05-31,Books,0.893,797,D008464,IP005669,False,none
S000496,2025-02-13,Electronics,0.823,981,D009157,IP007216,False,none
S000497,2025-05-17,Home & Kitchen,0.903,1000,D003325,IP002689,False,none
S000498,2025-12-05,Sports,0.894,1665,D005506,IP002237,True,triangulation
S000499,2025-06-05,Jewelry,0.789,1980,D002850,IP009247,False,none
S000500,2025-02-11,Toys,0.913,403,D003098,IP009539,False,none
S000501,2025-08-26,Jewelry,0.8,2659,D004643,IP008527,False,none
S000502,2025-12-18,Grocery,0.807,761,D000509,IP000525,False,none
S000503,2025-11-13,Home & Kitchen,0.797,345,D002151,IP005487,False,none
S000504,2025-04-11,Fashion,0.963,2005,D008092,IP007359,False,none
S000505,2025-06-15,Automotive Parts,0.822,630,D001657,IP000371,False,none
S000506,2025-07-13,Sports,0.987,2250,D006220,IP009684,False,none
S000507,2025-04-01,Jewelry,1.0,2844,D007656,IP007870,False,none
S000508,2025-04-09,Automotive Parts,0.776,2077,D002630,IP003091,False,none
S000509,2025-03-28,Toys,0.558,2332,D004583,IP005064,False,none
S000510,2025-12-30,Electronics,0.954,1484,D008774,IP009124,False,none
S000511,2025-09-30,Automotive Parts,0.816,1038,D008354,IP008536,False,none
S000512,2025-11-03,Sports,0.763,1840,D009203,IP008264,False,none
S000513,2025-10-26,Fashion,0.791,1073,D006283,IP009839,False,none
S000514,2025-12-17,Sports,0.809,2628,D008871,IP007441,False,none
S000515,2025-02-08,Electronics,0.98,1409,D003984,IP009353,False,none
S000516,2025-11-18,Home & Kitchen,0.866,1497,D006015,IP009537,True,stolen_goods
S000517,2025-01-25,Beauty,0.978,2021,D006672,IP000195,False,none
S000518,2025-06-23,Toys,0.899,568,D009765,IP006540,False,none
S000519,2025-08-05,Sports,0.819,1683,D003682,IP003339,False,none
S000520,2025-05-11,Jewelry,0.811,2262,D008748,IP004948,False,none
S000521,2025-02-23,Beauty,0.906,2328,D005093,IP001677,False,none
S000522,2025-03-12,Grocery,0.932,675,D001042,IP006756,False,none
S000523,2025-10-29,Automotive Parts,0.95,163,D006555,IP008347,False,none
S000524,2025-04-27,Grocery,0.824,583,D009811,IP004118,False,none
S000525,2025-04-24,Home & Kitchen,0.868,2457,D004533,IP006982,False,none
S000526,2025-12-04,Books,0.908,797,D005488,IP003248,False,none
S000527,2025-02-22,Home & Kitchen,0.812,175,D009272,IP007494,False,none
S000528,2025-12-01,Toys,0.737,1792,D009200,IP000822,False,none
S000529,2025-12-03,Books,0.769,2643,D004000,IP008801,False,none
S000530,2025-08-07,Home & Kitchen,0.826,674,D007603,IP003780,False,none
S000531,2025-03-02,Electronics,0.916,130,D006309,IP005048,False,none
S000532,2025-02-26,Jewelry,0.976,421,D006475,IP008031,False,none
S000533,2025-04-14,Grocery,0.714,384,D007205,IP000298,False,none
S000534,2025-07-30,Fashion,0.79,614,D003266,IP009454,True,account_takeover
S000535,2025-02-26,Beauty,0.814,541,D003048,IP006144,False,none
S000536,2025-06-16,Home & Kitchen,0.929,1911,D000270,IP009751,False,none
S000537,2025-02-12,Automotive Parts,0.797,669,D008563,IP005511,False,none
S000538,2025-07-17,Automotive Parts,0.807,1645,D002767,IP002065,False,none
S000539,2025-01-08,Books,0.709,1205,D006742,IP005823,False,none
S000540,2025-09-16,Toys,0.898,1963,D006858,IP005714,False,none
S000541,2025-01-21,Electronics,0.834,1966,D007035,IP009206,True,bust_out
S000542,2025-03-13,Home & Kitchen,0.785,1779,D008631,IP005757,False,none
S000543,2025-03-05,Electronics,0.824,2677,D008678,IP004062,False,none
S000544,2025-10-31,Grocery,0.963,589,D000023,IP001760,False,none
S000545,2025-01-20,Electronics,0.75,1573,D008401,IP003259,True,triangulation
S000546,2025-06-06,Books,0.766,1183,D002079,IP005816,False,none
S000547,2025-08-04,Automotive Parts,0.975,1597,D006453,IP003689,False,none
S000548,2025-07-08,Beauty,0.858,420,D006730,IP003627,False,none
S000549,2025-09-06,Books,0.917,958,D000536,IP000145,False,none
S000550,2025-10-21,Jewelry,0.89,2823,D002836,IP009424,False,none
S000551,2025-05-24,Toys,0.846,2402,D009101,IP008366,False,none
S000552,2025-10-30,Toys,0.815,1278,D001417,IP002552,False,none
S000553,2025-04-27,Home & Kitchen,0.933,332,D002318,IP001374,False,none
S000554,2025-12-26,Toys,0.966,1945,D000819,IP008349,False,none
S000555,2025-07-04,Jewelry,0.958,904,D001667,IP008366,False,none
S000556,2025-09-26,Books,0.731,989,D006378,IP008968,False,none
S000557,2025-11-16,Home & Kitchen,0.98,291,D008412,IP005474,False,none
S000558,2025-10-17,Sports,0.814,867,D005948,IP007358,False,none
S000559,2025-11-07,Grocery,0.774,643,D002845,IP007295,False,none
S000560,2025-07-15,Electronics,0.833,102,D008586,IP002146,False,none
S000561,2025-01-16,Grocery,0.933,1760,D003673,IP005239,False,none
S000562,2025-06-29,Home & Kitchen,0.904,2908,D003148,IP002603,False,none
S000563,2025-03-08,Home & Kitchen,0.824,378,D005055,IP007538,False,none
S000564,2025-11-21,Toys,0.934,158,D001367,IP009711,False,none
S000565,2025-03-28,Sports,0.864,302,D003563,IP000765,False,none
S000566,2025-03-25,Automotive Parts,0.793,1638,D007991,IP000758,False,none
S000567,2025-04-02,Home & Kitchen,0.779,2477,D006082,IP002642,False,none
S000568,2025-08-23,Home & Kitchen,0.891,929,D009881,IP001170,False,none
S000569,2025-07-28,Beauty,0.842,355,D007757,IP000090,False,none
S000570,2025-12-13,Jewelry,0.712,288,D003603,IP009785,False,none
S000571,2025-06-01,Automotive Parts,0.935,1824,D007667,IP005824,True,stolen_goods
S000572,2025-04-14,Toys,0.802,1070,D008653,IP007768,False,none
S000573,2025-01-18,Books,1.0,1056,D006308,IP005661,False,none
S000574,2025-01-03,Automotive Parts,0.71,716,D007625,IP007463,False,none
S000575,2025-05-17,Jewelry,0.832,2689,D005033,IP006861,False,none
S000576,2025-12-04,Books,0.78,1125,D009115,IP001602,False,none
S000577,2025-07-11,Sports,0.752,2122,D002376,IP001504,False,none
S000578,2025-11-23,Automotive Parts,0.801,2227,D004243,IP004889,False,none
S000579,2025-02-07,Home & Kitchen,1.0,179,D002539,IP003710,False,none
S000580,2025-02-04,Beauty,0.864,746,D001013,IP008407,False,none
S000581,2025-11-01,Grocery,0.771,2686,D006159,IP003061,False,none
S000582,2025-02-08,Electronics,0.667,2648,D001183,IP003288,False,none
S000583,2025-01-19,Sports,0.678,1242,D002261,IP005290,False,none
S000584,2025-05-28,Jewelry,0.796,469,D007631,IP001927,False,none
S000585,2025-12-04,Fashion,0.787,895,D002410,IP008584,False,none
S000586,2025-09-09,Jewelry,0.828,2847,D008633,IP000109,False,none
S000587,2025-02-06,Toys,0.623,2018,D000491,IP008475,False,none
S000588,2025-11-02,Jewelry,0.841,227,D004570,IP006225,False,none
S000589,2025-11-04,Books,0.953,2154,D000671,IP008879,False,none
S000590,2025-10-20,Fashion,1.0,441,D000595,IP002938,False,none
S000591,2025-11-26,Grocery,0.661,910,D007909,IP009002,False,none
S000592,2025-03-29,Electronics,0.77,1445,D000667,IP008636,False,none
S000593,2025-12-24,Home & Kitchen,0.765,1055,D008922,IP004567,True,stolen_goods
S000594,2025-04-28,Jewelry,0.865,2095,D005986,IP002835,False,none
S000595,2025-10-20,Jewelry,0.728,469,D004825,IP001970,False,none
S000596,2025-07-31,Electronics,1.0,2631,D009186,IP001515,False,none
S000597,2025-10-12,Beauty,0.854,1780,D003876,IP005831,False,none
S000598,2025-08-18,Electronics,0.838,917,D003995,IP009604,False,none
S000599,2025-08-23,Home & Kitchen,1.0,2870,D004099,IP005657,False,none
S000600,2025-08-13,Automotive Parts,0.848,1435,D006506,IP009647,True,stolen_goods
S000601,2025-10-12,Fashion,0.89,1250,D008472,IP007557,False,none
S000602,2025-09-27,Books,0.775,64,D005420,IP006850,True,stolen_goods
S000603,2025-02-19,Jewelry,0.713,2988,D002810,IP007249,False,none
S000604,2025-10-29,Jewelry,0.789,2539,D008897,IP009283,False,none
S000605,2025-07-15,Beauty,1.0,530,D005989,IP008580,False,none
S000606,2025-04-28,Books,0.913,2843,D008323,IP001618,False,none
S000607,2025-07-07,Toys,0.877,2388,D004322,IP005849,False,none
S000608,2025-12-19,Fashion,0.752,1263,D001993,IP004603,False,none
S000609,2025-11-10,Home & Kitchen,0.941,2784,D009444,IP008792,True,bust_out
S000610,2025-11-01,Grocery,0.714,1677,D006775,IP002041,False,none
S000611,2025-06-18,Books,0.693,2064,D003077,IP008199,False,none
S000612,2025-10-14,Sports,0.794,550,D008475,IP004787,False,none
S000613,2025-05-21,Grocery,1.0,328,D000090,IP009322,False,none
S000614,2025-09-08,Books,1.0,1583,D009302,IP007911,False,none
S000615,2025-08-22,Beauty,0.805,980,D005786,IP003449,False,none
S000616,2025-04-02,Home & Kitchen,0.783,2945,D005899,IP008449,False,none
S000617,2025-04-08,Automotive Parts,0.686,257,D000133,IP001874,False,none
S000618,2025-01-23,Automotive Parts,0.858,2288,D001759,IP000041,False,none
S000619,2025-02-21,Electronics,0.866,1805,D007206,IP005068,False,none
S000620,2025-06-08,Grocery,0.929,2636,D005582,IP003895,False,none
S000621,2025-06-24,Fashion,0.941,2994,D001276,IP001257,False,none
S000622,2025-03-02,Jewelry,0.83,2611,D006658,IP009940,False,none
S000623,2025-06-02,Sports,0.906,1124,D007464,IP000390,False,none
S000624,2025-08-09,Books,0.78,2087,D002724,IP005893,False,none
S000625,2025-03-26,Grocery,0.904,489,D006893,IP002610,False,none
S000626,2025-05-04,Books,0.799,1458,D009730,IP002961,False,none
S000627,2025-05-15,Home & Kitchen,0.896,806,D004824,IP002110,False,none
S000628,2025-07-04,Jewelry,0.888,751,D002293,IP003889,False,none
S000629,2025-05-14,Sports,0.857,1712,D009619,IP006673,True,bust_out
S000630,2025-09-26,Sports,0.929,381,D009113,IP003225,False,none
S000631,2025-04-30,Beauty,0.693,1707,D004568,IP007216,False,none
S000632,2025-06-08,Electronics,0.744,1203,D004251,IP004475,False,none
S000633,2025-05-19,Sports,0.823,690,D008339,IP007852,False,none
S000634,2025-03-08,Beauty,0.706,1686,D000005,IP004444,False,none
S000635,2025-09-08,Books,0.809,2252,D003123,IP003655,False,none
S000636,2025-03-27,Beauty,0.813,1830,D005432,IP005068,False,none
S000637,2025-04-19,Automotive Parts,0.981,264,D006540,IP006865,False,none
S000638,2025-10-17,Books,0.864,1686,D006282,IP004645,False,none
S000639,2025-12-13,Toys,0.953,1869,D003705,IP009061,False,none
S000640,2025-09-02,Grocery,0.88,2050,D008693,IP005161,False,none
S000641,2025-12-01,Books,0.796,1277,D006496,IP002960,False,none
S000642,2025-11-08,Books,0.172,0,D005405,IP000279,True,synthetic_identity
S000643,2025-06-25,Sports,0.923,382,D009386,IP003925,False,none
S000644,2025-10-09,Automotive Parts,0.969,996,D000941,IP000544,False,none
S000645,2025-04-30,Beauty,0.837,1903,D007098,IP000357,False,none
S000646,2025-06-18,Toys,0.685,2217,D009268,IP003711,False,none
S000647,2025-07-15,Home & Kitchen,0.678,2019,D006618,IP002903,False,none
S000648,2025-12-17,Sports,0.817,937,D005653,IP008849,False,none
S000649,2025-11-06,Automotive Parts,0.616,1320,D003644,IP007301,False,none
S000650,2025-06-28,Books,1.0,141,D002715,IP007908,False,none
S000651,2025-08-27,Home & Kitchen,0.91,2394,D005458,IP005454,False,none
S000652,2025-03-15,Automotive Parts,0.786,1061,D008988,IP001101,False,none
S000653,2025-10-21,Grocery,0.739,1528,D004622,IP008510,False,none
S000654,2025-07-21,Toys,0.953,1349,D001209,IP004948,False,none
S000655,2025-07-14,Fashion,0.739,857,D004836,IP004290,False,none
S000656,2025-10-07,Toys,0.748,505,D000974,IP006045,False,none
S000657,2025-08-20,Jewelry,0.773,2860,D009360,IP001637,False,none
S000658,2025-01-27,Sports,0.861,359,D005350,IP004811,False,none
S000659,2025-04-16,Fashion,0.912,2832,D002138,IP006057,False,none
S000660,2025-03-06,Fashion,0.969,340,D006248,IP006975,True,account_takeover
S000661,2025-09-26,Automotive Parts,0.954,287,D005377,IP005001,True,stolen_goods
S000662,2025-01-13,Toys,0.85,2709,D005109,IP009972,False,none
S000663,2025-03-15,Books,0.952,2838,D005919,IP009902,False,none
S000664,2025-08-07,Beauty,0.783,2685,D009289,IP000964,False,none
S000665,2025-09-11,Electronics,0.668,2326,D008560,IP000828,False,none
S000666,2025-07-03,Toys,0.783,1478,D002628,IP005155,False,none
