payout_id,seller_id,payout_date,amount,days_since_first_transaction
P002647,S002758,2025-08-30,413.48,109
P002648,S002759,2025-09-18,855.47,103
P002649,S002760,2025-06-12,546.78,107
P002650,S002761,2025-09-22,517.14,106
P002651,S002762,2025-07-19,75.03,66
P002652,S002763,2025-04-24,348.87,88
P002653,S002764,2025-06-27,385.98,96
P002654,S002765,2025-11-01,1120.09,109
P002655,S002766,2025-08-13,73.73,52
P002656,S002767,2026-04-07,278.35,89
P002657,S002768,2025-10-05,388.49,90
P002658,S002769,2026-03-17,223.66,88
P002659,S002770,2025-12-03,655.22,73
P002660,S002771,2025-04-27,747.56,99
P002661,S002772,2025-06-14,262.38,87
P002662,S002773,2026-01-09,903.97,116
P002663,S002774,2025-10-30,728.71,92
P002664,S002775,2025-05-12,20.16,17
P002665,S002776,2025-10-18,355.41,99
P002666,S002777,2026-03-19,592.96,108
P002667,S002778,2025-09-01,689.54,97
P002668,S002779,2025-04-30,818.43,101
P002669,S002780,2025-07-20,404.09,72
P002670,S002781,2026-03-24,438.33,104
P002671,S002782,2026-01-03,1358.1,62
P002672,S002783,2026-02-04,1018.52,93
P002673,S002784,2026-03-19,1027.91,110
P002674,S002785,2025-05-23,379.96,100
P002675,S002786,2025-07-23,517.09,96
P002676,S002787,2025-05-09,778.13,104
P002677,S002788,2025-04-02,136.11,72
P002678,S002789,2026-02-21,191.64,96
P002679,S002790,2026-03-22,407.69,103
P002680,S002791,2025-05-23,73.66,67
P002681,S002792,2026-01-04,954.39,102
P002682,S002793,2025-10-25,428.61,91
P002683,S002794,2025-05-05,87.19,60
P002684,S002795,2026-03-17,60.09,70
P002685,S002796,2026-02-15,1183.36,92
P002686,S002797,2025-11-16,597.98,101
P002687,S002798,2025-12-22,575.58,92
P002688,S002799,2025-09-03,780.37,99
P002689,S002800,2026-01-10,282.01,75
P002690,S002801,2025-09-11,742.63,87
P002691,S002802,2026-04-19,511.94,111
P002692,S002803,2025-05-11,732.59,107
P002693,S002804,2025-06-16,220.62,104
P002694,S002805,2026-04-08,903.2,102
P002695,S002806,2025-07-16,98.52,58
P002696,S002807,2025-07-19,56.2,54
P002697,S002808,2026-02-04,360.82,111
P002698,S002809,2025-06-15,467.85,93
P002699,S002810,2025-10-15,218.28,51
P002700,S002811,2025-07-15,431.14,90
P002701,S002812,2025-06-26,695.65,104
P002702,S002813,2026-03-25,338.31,86
P002703,S002814,2025-06-09,117.01,82
P002704,S002815,2025-05-19,1136.37,104
P002705,S002816,2025-12-17,1091.56,103
P002706,S002817,2025-12-20,58.44,29
P002707,S002818,2025-06-06,1064.34,104
P002708,S002819,2025-12-31,413.74,102
P002709,S002820,2025-10-25,481.03,99
P002710,S002821,2026-01-01,132.15,60
P002711,S002822,2025-05-23,814.55,96
P002712,S002823,2026-04-08,443.82,97
P002713,S002824,2025-11-25,786.49,103
P002714,S002825,2026-02-17,388.69,93
P002715,S002826,2025-08-27,317.22,93
P002716,S002827,2026-01-06,3584.33,23
P002717,S002828,2025-11-29,454.36,104
P002718,S002829,2025-06-11,640.14,99
P002719,S002830,2026-03-24,110.26,40
P002720,S002831,2026-02-07,691.27,105
P002721,S002832,2025-07-17,347.44,78
P002722,S002833,2025-09-25,233.86,64
P002723,S002834,2025-09-09,295.21,107
P002724,S002835,2025-11-02,767.96,99
P002725,S002836,2026-04-01,541.26,97
P002726,S002837,2026-03-03,672.28,96
P002727,S002838,2025-07-16,661.06,118
P002728,S002839,2026-04-12,172.08,111
P002729,S002840,2025-09-18,693.3,97
P002730,S002841,2025-12-27,470.61,103
P002731,S002842,2026-01-11,991.09,97
P002732,S002843,2025-10-02,667.48,94
P002733,S002844,2025-09-21,529.41,96
P002734,S002846,2026-03-01,576.69,100
P002735,S002847,2025-09-08,315.55,101
P002736,S002848,2025-07-17,868.46,91
P002737,S002849,2025-08-21,142.17,95
P002738,S002850,2025-05-25,128.54,71
P002739,S002851,2025-08-23,750.4,86
P002740,S002852,2025-05-14,12.87,8
P002741,S002853,2025-05-02,444.4,85
P002742,S002854,2025-12-23,645.54,90
P002743,S002855,2025-02-21,3207.05,23
P002744,S002856,2025-10-24,47.67,61
P002745,S002857,2026-01-16,518.62,89
P002746,S002858,2026-01-17,788.27,114
P002747,S002859,2025-09-19,303.72,66
P002748,S002860,2025-04-13,57.51,8
P002749,S002861,2026-03-21,993.92,105
P002750,S002862,2026-02-04,299.89,94
P002751,S002863,2025-11-12,613.59,91
P002752,S002864,2025-05-10,661.64,84
P002753,S002865,2025-04-12,817.49,72
P002754,S002866,2025-08-13,769.84,108
P002755,S002867,2025-06-08,279.76,85
P002756,S002868,2026-02-13,735.49,88
P002757,S002869,2025-07-10,446.31,113
P002758,S002870,2025-08-04,933.68,111
P002759,S002871,2026-01-12,40.22,1
P002760,S002872,2026-02-01,677.16,96
P002761,S002873,2025-06-25,371.7,90
P002762,S002874,2025-09-03,503.53,100
P002763,S002875,2025-10-26,465.78,105
P002764,S002876,2025-10-09,36.99,27
P002765,S002877,2026-03-28,302.64,104
P002766,S002878,2026-03-05,606.15,109
P002767,S002879,2026-04-08,277.42,100
P002768,S002880,2025-04-19,134.6,91
P002769,S002881,2025-07-19,394.66,106
P002770,S002882,2025-11-12,676.61,104
P002771,S002883,2025-04-27,1029.69,97
P002772,S002884,2025-08-14,601.98,95
P002773,S002886,2026-04-03,828.28,116
P002774,S002887,2025-05-21,695.7,116
P002775,S002888,2025-06-01,356.57,75
P002776,S002889,2025-04-02,3413.48,17
P002777,S002890,2025-06-20,1039.21,116
P002778,S002891,2025-11-13,341.98,93
P002779,S002892,2025-08-01,694.37,76
P002780,S002893,2026-03-10,629.45,97
P002781,S002894,2025-07-06,241.07,81
P002782,S002895,2025-11-11,1009.53,115
P002783,S002896,2025-12-20,214.62,80
P002784,S002897,2025-09-20,17.62,17
P002785,S002898,2026-01-21,19.4,88
P002786,S002899,2025-06-22,309.21,86
P002787,S002900,2025-09-24,205.81,77
P002788,S002901,2026-01-21,445.87,90
P002789,S002902,2026-02-23,431.61,100
P002790,S002903,2025-12-02,662.35,110
P002791,S002904,2025-11-19,50.8,62
P002792,S002905,2026-02-20,1124.17,95
P002793,S002906,2025-11-20,1121.32,86
P002794,S002907,2026-03-29,256.29,93
P002795,S002908,2025-05-24,976.26,95
P002796,S002909,2025-07-28,61.79,36
P002797,S002910,2025-06-04,763.38,113
P002798,S002911,2025-05-17,910.36,103
P002799,S002912,2025-10-04,748.8,102
P002800,S002913,2025-07-15,910.05,111
P002801,S002914,2025-09-05,264.46,99
P002802,S002915,2025-09-19,623.86,100
P002803,S002916,2025-11-17,327.2,86
P002804,S002917,2026-02-27,538.78,70
P002805,S002918,2026-02-22,382.15,105
P002806,S002919,2025-08-22,429.16,78
P002807,S002920,2025-08-14,179.28,99
P002808,S002921,2026-01-30,787.86,107
P002809,S002922,2025-05-30,329.63,103
P002810,S002923,2025-11-03,44.12,93
P002811,S002924,2025-06-25,2970.28,21
P002812,S002925,2025-06-20,172.29,82
P002813,S002926,2025-11-14,876.62,91
P002814,S002927,2025-08-11,892.91,104
P002815,S002928,2025-03-29,2617.88,19
P002816,S002929,2025-12-23,776.96,118
P002817,S002930,2025-06-12,322.22,79
P002818,S002931,2025-12-12,722.75,100
P002819,S002932,2025-05-20,167.08,59
P002820,S002933,2025-06-25,14.18,7
P002821,S002934,2026-01-27,886.13,97
P002822,S002935,2025-06-21,732.4,79
P002823,S002936,2025-10-18,14.09,10
P002824,S002937,2026-01-07,869.47,107
P002825,S002938,2025-12-14,3448.14,16
P002826,S002939,2025-06-02,140.96,61
P002827,S002940,2025-12-21,723.99,92
P002828,S002941,2026-03-24,486.14,98
P002829,S002942,2026-01-23,369.41,108
P002830,S002943,2025-05-08,191.0,50
P002831,S002944,2026-02-03,1042.54,95
P002832,S002946,2025-11-14,223.94,103
P002833,S002947,2025-10-14,1056.11,105
P002834,S002948,2025-10-28,462.27,104
P002835,S002949,2025-09-21,186.91,46
P002836,S002950,2025-04-29,651.66,104
P002837,S002951,2025-10-12,369.32,91
P002838,S002952,2026-03-12,713.03,92
P002839,S002953,2025-09-12,789.92,93
P002840,S002954,2025-04-29,2317.28,15
P002841,S002955,2026-04-04,553.27,94
P002842,S002956,2025-04-30,311.46,59
P002843,S002957,2025-10-15,393.65,104
P002844,S002958,2025-10-14,392.27,98
P002845,S002959,2025-10-01,301.66,75
P002846,S002960,2026-03-06,697.3,91
P002847,S002961,2025-09-22,1019.27,108
P002848,S002962,2026-04-03,251.55,95
P002849,S002963,2025-04-30,465.28,92
P002850,S002964,2026-01-11,263.16,97
P002851,S002965,2025-11-08,1051.69,95
P002852,S002966,2025-05-22,47.49,22
P002853,S002967,2025-07-17,898.02,109
P002854,S002968,2026-01-10,487.61,112
P002855,S002969,2025-12-06,842.35,104
P002856,S002970,2025-12-01,646.47,109
P002857,S002971,2025-05-05,1304.09,106
P002858,S002972,2025-08-29,4700.24,22
P002859,S002973,2026-04-12,251.72,95
P002860,S002974,2025-04-19,496.54,92
P002861,S002975,2025-09-19,430.41,85
P002862,S002976,2025-10-15,784.58,102
P002863,S002977,2026-03-13,916.94,108
P002864,S002978,2025-07-13,125.57,83
P002865,S002979,2025-09-11,155.61,52
P002866,S002980,2026-01-12,680.52,115
P002867,S002981,2025-05-16,98.08,76
P002868,S002982,2026-02-03,723.72,106
P002869,S002983,2026-02-08,887.48,99
P002870,S002984,2025-12-28,909.21,99
P002871,S002985,2025-12-04,31.27,81
P002872,S002986,2026-01-04,448.72,96
P002873,S002987,2026-01-23,623.04,94
P002874,S002988,2026-03-15,659.23,104
P002875,S002989,2025-09-16,658.74,92
P002876,S002990,2025-09-28,880.05,101
P002877,S002991,2025-11-29,805.94,98
P002878,S002992,2025-06-29,1183.06,107
P002879,S002993,2026-02-26,306.93,109
P002880,S002994,2026-01-15,565.82,91
P002881,S002995,2025-11-20,409.45,93
P002882,S002996,2025-07-17,1241.51,81
P002883,S002997,2025-08-24,595.04,107
P002884,S002998,2025-08-22,215.32,70
P002885,S002999,2025-10-22,35.67,19
P002886,S003000,2026-01-18,856.63,91
P002887,S003001,2025-12-19,643.7,101
P002888,S003002,2026-03-05,82.53,71
P002889,S003003,2026-03-22,935.72,94
P002890,S003004,2026-01-02,647.36,99
P002891,S003005,2025-05-28,33.49,12
P002892,S003006,2025-11-29,399.79,113
P002893,S003007,2025-09-09,842.58,93
P002894,S003008,2025-12-06,726.26,106
P002895,S003009,2026-01-24,408.5,92
P002896,S003010,2025-08-21,138.92,94
P002897,S003011,2025-10-09,734.7,92
P002898,S003012,2025-05-02,408.54,102
P002899,S003013,2025-12-18,116.67,81
P002900,S003014,2025-10-13,365.48,104
P002901,S003015,2025-09-13,1968.83,83
P002902,S003016,2025-10-27,639.96,105
P002903,S003017,2025-06-30,728.88,101
P002904,S003018,2025-11-15,713.48,98
P002905,S003020,2025-06-27,35.41,20
P002906,S003021,2025-05-29,502.59,101
P002907,S003022,2025-09-17,972.94,118
P002908,S003023,2025-07-02,461.62,104
P002909,S003024,2025-08-27,307.42,102
P002910,S003025,2025-12-02,537.0,105
P002911,S003026,2025-05-20,407.47,94
P002912,S003027,2026-01-01,42.65,21
P002913,S003028,2025-06-14,989.21,76
P002914,S003029,2026-02-27,284.25,94
P002915,S003030,2025-12-24,22.68,37
P002916,S003031,2025-07-14,528.72,91
P002917,S003032,2025-11-09,947.88,102
P002918,S003033,2025-05-23,302.98,93
P002919,S003035,2026-03-14,725.74,89
P002920,S003036,2026-01-11,486.61,68
P002921,S003037,2025-06-04,1067.88,89
P002922,S003038,2025-07-29,450.95,95
P002923,S003039,2025-06-26,351.41,104
P002924,S003040,2025-08-17,229.74,27
P002925,S003041,2025-07-26,697.51,100
P002926,S003042,2025-07-24,741.16,84
P002927,S003044,2025-06-13,584.99,86
P002928,S003045,2026-02-27,1065.7,100
P002929,S003046,2025-12-30,950.26,93
P002930,S003047,2026-01-07,830.24,92
P002931,S003048,2025-06-08,593.19,97
P002932,S003049,2026-01-01,923.2,105
P002933,S003050,2026-02-13,360.83,88
P002934,S003051,2025-06-12,485.68,86
P002935,S003052,2026-01-14,446.0,98
P002936,S003053,2025-08-10,161.78,79
P002937,S003054,2026-02-04,458.32,101
P002938,S003055,2025-10-05,437.73,101
P002939,S003057,2025-06-17,550.31,97
P002940,S003058,2025-09-04,1093.41,97
P002941,S003059,2025-07-25,155.71,81
P002942,S003060,2025-04-17,1951.47,8
P002943,S003061,2025-08-11,694.05,110
P002944,S003062,2025-08-26,649.7,91
P002945,S003063,2025-05-10,135.29,48
P002946,S003064,2025-10-07,2970.94,21
P002947,S003065,2025-11-03,105.83,98
P002948,S003066,2026-01-31,37.34,66
P002949,S003067,2025-12-29,457.79,102
P002950,S003068,2025-06-06,95.35,82
P002951,S003069,2025-04-29,373.6,88
P002952,S003070,2025-08-28,308.6,83
P002953,S003071,2025-10-07,949.6,104
P002954,S003072,2025-07-21,628.73,114
P002955,S003073,2026-01-31,563.0,107
P002956,S003074,2025-11-23,928.12,110
P002957,S003075,2026-01-19,890.13,108
P002958,S003076,2025-05-11,1523.92,84
P002959,S003078,2025-06-16,740.34,89
P002960,S003079,2025-09-24,675.59,100
P002961,S003080,2025-09-25,563.31,99
P002962,S003081,2026-01-22,416.58,84
P002963,S003082,2025-07-31,851.5,108
P002964,S003083,2025-07-15,607.13,88
P002965,S003084,2025-08-05,264.65,85
P002966,S003085,2025-08-10,787.68,88
P002967,S003086,2025-06-09,547.25,93
P002968,S003087,2025-06-28,386.62,113
P002969,S003088,2025-06-03,9.44,17
P002970,S003089,2025-09-13,287.93,79
P002971,S003090,2025-08-08,761.99,94
P002972,S003091,2025-08-27,854.37,92
P002973,S003092,2025-12-29,837.55,98
P002974,S003093,2025-07-11,903.71,96
P002975,S003094,2026-03-05,834.29,94
P002976,S003095,2026-01-24,592.03,111
P002977,S003096,2025-06-13,769.43,98
P002978,S003097,2025-08-13,757.98,107
P002979,S003098,2025-06-07,208.61,91
P002980,S003099,2025-07-21,152.84,64
P002981,S003100,2025-08-07,163.22,65
P002982,S003101,2025-05-15,406.15,80
P002983,S003102,2025-05-04,370.98,115
P002984,S003103,2025-09-16,419.95,98
P002985,S003104,2025-11-14,232.58,59
P002986,S003105,2025-07-28,735.91,98
P002987,S003106,2026-03-08,47.92,101
P002988,S003107,2025-08-23,520.71,98
P002989,S003108,2026-03-16,759.94,110
P002990,S003109,2025-07-14,380.41,108
P002991,S003110,2025-10-27,686.33,103
P002992,S003111,2026-01-28,906.79,107
P002993,S003112,2025-05-09,227.81,85
P002994,S003113,2026-03-10,566.3,86
P002995,S003114,2025-09-03,669.93,109
P002996,S003115,2025-10-03,56.52,17
P002997,S003116,2025-11-28,619.32,99
P002998,S003117,2025-11-26,533.37,89
P002999,S003118,2025-05-02,700.35,113
P003000,S003119,2026-03-02,609.77,109
P003001,S003120,2025-12-03,696.03,106
P003002,S003121,2026-04-05,935.1,94
P003003,S003122,2025-10-13,892.02,110
P003004,S003123,2025-11-22,490.97,97
P003005,S003124,2025-09-17,867.83,95
P003006,S003125,2026-03-17,860.07,112
P003007,S003126,2026-02-02,471.57,84
P003008,S003127,2026-02-18,120.95,74
P003009,S003128,2025-10-20,916.16,107
P003010,S003129,2026-01-22,1046.04,97
P003011,S003130,2025-08-12,100.01,52
P003012,S003131,2025-09-19,822.31,93
P003013,S003132,2026-01-13,722.24,96
P003014,S003133,2025-05-01,534.66,82
P003015,S003134,2025-12-13,460.57,82
P003016,S003135,2025-04-13,224.49,84
P003017,S003136,2025-11-23,865.93,102
P003018,S003137,2025-07-29,75.14,28
P003019,S003139,2025-10-03,368.76,88
P003020,S003140,2025-10-04,831.11,96
P003021,S003141,2025-09-02,514.58,91
P003022,S003142,2025-09-14,701.95,90
P003023,S003143,2025-08-21,21.22,18
P003024,S003144,2026-01-08,50.32,30
P003025,S003146,2025-12-08,711.4,107
P003026,S003147,2026-02-27,516.71,110
P003027,S003148,2026-04-03,227.42,86
P003028,S003149,2025-05-11,591.55,89
P003029,S003150,2026-01-03,494.48,105
P003030,S003151,2025-07-10,277.3,107
P003031,S003152,2025-06-03,190.82,82
P003032,S003153,2026-01-24,753.76,89
P003033,S003154,2025-05-03,437.64,97
P003034,S003155,2026-02-08,642.92,94
P003035,S003156,2026-01-11,775.52,89
P003036,S003157,2026-03-21,406.2,69
P003037,S003158,2025-12-02,829.82,90
P003038,S003159,2026-02-18,796.67,87
P003039,S003160,2025-05-22,328.37,86
P003040,S003161,2026-01-04,12.04,16
P003041,S003163,2025-08-05,373.32,100
P003042,S003164,2025-06-01,381.0,104
P003043,S003165,2025-08-28,552.23,77
P003044,S003166,2026-01-21,583.73,112
P003045,S003167,2025-07-11,134.89,94
P003046,S003168,2026-02-04,582.07,99
P003047,S003169,2025-11-21,930.5,102
P003048,S003170,2025-11-29,443.25,103
P003049,S003171,2026-03-28,627.38,100
P003050,S003172,2025-09-24,1061.19,109
P003051,S003173,2025-08-18,199.0,86
P003052,S003174,2026-04-09,748.21,100
P003053,S003175,2025-09-15,46.81,46
P003054,S003176,2025-11-28,560.25,104
P003055,S003177,2025-08-01,103.99,100
P003056,S003178,2025-06-20,575.81,92
P003057,S003179,2025-06-16,264.99,97
P003058,S003180,2025-05-11,162.7,42
P003059,S003181,2025-06-26,651.9,100
P003060,S003182,2025-11-09,42.57,12
P003061,S003183,2025-05-20,1105.92,110
P003062,S003184,2025-11-21,284.43,93
P003063,S003185,2026-04-05,510.82,109
P003064,S003186,2026-01-23,995.37,106
P003065,S003187,2025-08-19,82.64,75
P003066,S003188,2025-05-01,578.76,98
P003067,S003189,2026-02-17,309.23,107
P003068,S003190,2025-04-17,754.63,104
P003069,S003191,2025-12-20,588.74,101
P003070,S003192,2025-12-16,1069.14,96
P003071,S003193,2025-06-14,189.99,62
P003072,S003194,2026-01-04,409.84,98
P003073,S003195,2025-06-25,1016.61,111
P003074,S003196,2025-07-06,555.94,96
P003075,S003197,2026-02-01,256.32,97
P003076,S003198,2026-04-03,349.75,99
P003077,S003199,2025-07-19,972.93,96
P003078,S003200,2026-03-13,789.51,99
P003079,S003201,2026-03-12,581.01,102
P003080,S003202,2025-11-29,62.27,42
P003081,S003203,2025-04-30,149.28,67
P003082,S003204,2025-07-21,411.74,89
P003083,S003205,2025-12-17,679.12,102
P003084,S003206,2026-03-31,806.32,80
P003085,S003207,2026-02-05,315.82,98
P003086,S003208,2025-09-08,950.85,96
P003087,S003209,2025-07-05,936.07,99
P003088,S003210,2026-03-17,512.44,87
P003089,S003211,2025-07-26,495.32,105
P003090,S003212,2025-08-01,2139.33,84
P003091,S003213,2026-04-08,843.18,107
P003092,S003214,2025-11-11,565.78,100
P003093,S003215,2025-06-25,299.85,73
P003094,S003216,2025-04-09,514.28,97
P003095,S003217,2025-08-21,78.37,73
P003096,S003218,2026-04-11,273.37,97
P003097,S003219,2025-09-30,804.42,108
P003098,S003220,2026-01-04,685.55,105
P003099,S003221,2025-07-18,607.0,103
P003100,S003222,2026-01-15,45.01,87
P003101,S003223,2025-12-19,29.68,22
P003102,S003224,2025-11-12,129.85,66
P003103,S003225,2026-01-22,584.76,96
P003104,S003226,2025-11-23,410.58,109
P003105,S003227,2025-08-28,88.02,86
P003106,S003228,2026-01-17,457.59,108
P003107,S003229,2026-02-24,807.45,109
P003108,S003230,2026-01-17,186.37,66
P003109,S003231,2025-07-02,266.43,103
P003110,S003232,2025-10-11,42.9,20
P003111,S003233,2025-04-12,706.16,92
P003112,S003234,2025-11-08,397.27,103
P003113,S003235,2025-10-26,826.27,84
P003114,S003236,2025-07-31,228.94,59
P003115,S003237,2026-04-15,491.99,107
P003116,S003238,2026-02-25,808.15,98
P003117,S003239,2025-05-05,517.11,109
P003118,S003240,2025-07-01,469.38,100
P003119,S003241,2025-06-23,1027.12,96
P003120,S003242,2026-03-05,1049.43,100
P003121,S003243,2025-09-17,67.46,47
P003122,S003244,2026-01-10,799.99,108
P003123,S003245,2026-02-02,194.39,91
P003124,S003246,2026-01-26,778.27,109
P003125,S003247,2025-05-08,1261.01,93
P003126,S003248,2025-05-25,1091.16,89
P003127,S003249,2025-08-16,469.95,64
P003128,S003250,2025-08-05,699.13,90
P003129,S003251,2026-01-17,837.92,101
P003130,S003252,2025-06-03,569.79,96
P003131,S003253,2025-08-24,266.85,94
P003132,S003254,2025-06-23,574.82,77
P003133,S003255,2025-06-20,418.78,98
P003134,S003256,2025-06-16,575.46,101
P003135,S003257,2025-06-23,430.86,97
P003136,S003258,2025-11-08,652.25,105
P003137,S003259,2025-08-31,996.79,91
P003138,S003260,2025-09-10,494.37,92
P003139,S003261,2025-10-14,598.94,112
P003140,S003262,2025-12-30,509.3,89
P003141,S003263,2025-12-05,2912.24,15
P003142,S003264,2025-11-06,535.45,111
P003143,S003265,2025-11-07,458.37,65
P003144,S003266,2026-01-09,759.16,102
P003145,S003267,2025-12-17,788.57,95
P003146,S003268,2025-06-05,388.86,102
P003147,S003269,2026-04-10,224.95,96
P003148,S003270,2025-06-19,482.69,101
P003149,S003271,2025-08-13,523.74,70
P003150,S003272,2025-12-15,557.42,100
P003151,S003273,2025-08-29,181.31,58
P003152,S003274,2025-07-20,795.84,108
P003153,S003275,2026-02-07,114.26,52
P003154,S003276,2025-05-23,631.51,114
P003155,S003277,2025-07-05,436.15,93
P003156,S003278,2026-04-07,390.24,99
P003157,S003279,2025-12-23,80.69,81
P003158,S003280,2025-03-30,40.85,9
P003159,S003281,2026-01-05,502.93,88
P003160,S003282,2026-03-23,308.84,88
P003161,S003283,2025-05-24,845.48,93
P003162,S003284,2025-09-07,190.98,88
P003163,S003285,2025-08-13,149.79,54
P003164,S003286,2025-06-01,102.56,85
P003165,S003287,2025-06-05,68.17,21
P003166,S003288,2025-05-14,317.86,69
P003167,S003289,2025-06-22,699.85,104
P003168,S003290,2025-09-05,835.69,98
P003169,S003291,2025-09-11,96.06,63
P003170,S003292,2025-06-25,898.42,88
P003171,S003293,2025-07-25,712.5,99
P003172,S003294,2025-07-06,656.19,104
P003173,S003295,2026-01-23,459.39,96
P003174,S003296,2025-07-02,718.1,94
P003175,S003297,2026-02-26,153.26,84
P003176,S003299,2026-01-24,850.59,91
P003177,S003300,2025-12-05,373.23,90
P003178,S003301,2025-07-27,1119.48,98
P003179,S003303,2025-07-27,966.98,101
P003180,S003304,2025-06-05,291.15,110
P003181,S003305,2025-07-17,860.74,99
P003182,S003306,2025-07-15,198.5,85
P003183,S003307,2025-05-28,681.64,98
P003184,S003308,2025-04-10,486.11,87
P003185,S003309,2026-03-23,126.92,88
P003186,S003310,2025-10-25,352.69,102
P003187,S003311,2025-09-05,325.09,91
P003188,S003312,2026-03-16,422.03,95
P003189,S003313,2025-06-14,43.93,28
P003190,S003314,2025-08-15,145.07,63
P003191,S003315,2026-02-22,272.92,81
P003192,S003316,2025-11-23,978.23,94
P003193,S003317,2025-09-07,355.48,103
P003194,S003318,2025-07-27,76.52,84
P003195,S003319,2025-05-06,357.98,111
P003196,S003320,2025-05-04,68.24,68
P003197,S003321,2025-06-25,373.62,111
P003198,S003322,2026-01-24,466.36,96
P003199,S003323,2025-11-30,939.29,98
P003200,S003324,2025-09-01,262.99,82
P003201,S003326,2025-06-11,730.23,102
P003202,S003328,2025-08-12,462.41,74
P003203,S003329,2026-03-12,656.61,100
P003204,S003330,2025-11-07,939.33,81
P003205,S003331,2026-02-19,665.79,104
P003206,S003332,2025-05-05,178.62,33
P003207,S003334,2025-05-25,339.27,100
P003208,S003335,2025-07-10,400.23,80
P003209,S003336,2025-08-24,127.24,41
P003210,S003337,2025-05-17,532.71,115
P003211,S003338,2026-02-05,179.61,86
P003212,S003339,2026-02-20,899.83,94
P003213,S003340,2025-10-06,219.95,61
P003214,S003341,2025-07-27,704.66,96
P003215,S003342,2025-05-26,456.51,109
P003216,S003343,2025-11-18,365.27,93
P003217,S003344,2025-10-26,834.28,101
P003218,S003345,2025-12-08,38.16,39
P003219,S003346,2025-09-07,1692.04,29
P003220,S003347,2025-06-06,921.06,110
P003221,S003348,2025-05-30,722.89,104
P003222,S003349,2026-01-31,76.66,68
P003223,S003350,2025-06-04,708.8,84
P003224,S003351,2026-02-26,441.06,75
P003225,S003352,2025-05-18,661.72,99
P003226,S003353,2026-01-01,494.96,99
P003227,S003354,2026-04-07,575.03,105
P003228,S003355,2025-10-01,593.7,112
P003229,S003356,2025-04-24,660.69,76
P003230,S003357,2026-02-03,79.11,19
P003231,S003358,2025-06-07,534.14,88
P003232,S003359,2025-10-27,677.4,105
P003233,S003360,2026-04-20,754.52,112
P003234,S003361,2026-01-07,708.1,95
P003235,S003362,2025-04-15,322.18,87
P003236,S003363,2026-02-15,880.04,106
P003237,S003364,2025-06-11,164.32,98
P003238,S003365,2026-01-01,293.13,82
P003239,S003366,2025-12-02,703.01,104
P003240,S003367,2025-07-12,452.27,83
P003241,S003368,2025-08-07,145.62,61
P003242,S003369,2025-05-26,590.72,99
P003243,S003370,2026-04-19,770.66,113
P003244,S003371,2025-07-20,447.91,110
P003245,S003372,2025-08-09,404.48,108
P003246,S003373,2025-10-28,1027.73,115
P003247,S003374,2025-12-12,865.42,100
P003248,S003375,2025-10-14,882.67,98
P003249,S003376,2025-10-15,644.02,88
P003250,S003377,2025-10-23,180.0,48
P003251,S003378,2026-02-25,194.54,98
P003252,S003379,2025-09-14,491.33,103
P003253,S003380,2026-02-06,256.11,95
P003254,S003381,2026-01-24,679.5,99
P003255,S003382,2026-03-09,22.31,7
P003256,S003383,2026-02-19,725.29,70
P003257,S003384,2026-01-15,162.65,83
P003258,S003385,2025-07-04,796.18,91
P003259,S003386,2026-01-16,446.63,82
P003260,S003387,2026-01-11,225.25,97
P003261,S003388,2025-07-18,941.6,93
P003262,S003389,2025-12-26,196.35,105
P003263,S003390,2025-06-11,746.19,61
P003264,S003391,2025-09-29,387.5,73
P003265,S003392,2026-02-02,352.19,96
P003266,S003393,2025-06-23,1117.51,103
P003267,S003394,2025-07-24,136.28,42
P003268,S003395,2026-01-18,561.94,91
P003269,S003396,2025-08-13,89.65,53
P003270,S003397,2026-04-08,481.96,110
P003271,S003398,2025-03-28,122.94,82
P003272,S003399,2026-01-13,946.77,102
P003273,S003400,2026-02-01,212.41,90
P003274,S003401,2026-03-09,118.58,93
P003275,S003402,2025-05-28,450.36,89
P003276,S003403,2026-03-21,182.22,82
P003277,S003404,2025-08-31,683.11,94
P003278,S003405,2025-08-17,865.59,95
P003279,S003406,2025-07-08,113.35,58
P003280,S003407,2025-12-15,421.79,110
P003281,S003408,2025-12-22,942.05,115
P003282,S003409,2025-09-30,159.81,84
P003283,S003410,2025-04-25,917.18,86
P003284,S003411,2026-04-15,614.14,109
P003285,S003412,2025-06-26,262.53,64
P003286,S003413,2025-05-26,816.66,110
P003287,S003414,2025-11-23,889.9,106
P003288,S003415,2025-08-29,250.23,88
P003289,S003416,2025-11-22,1290.92,100
P003290,S003417,2026-02-19,953.42,90
P003291,S003418,2025-05-10,185.92,85
P003292,S003419,2025-07-31,446.39,102
P003293,S003420,2025-10-15,956.14,99
P003294,S003421,2026-01-28,852.16,105
P003295,S003422,2025-11-08,898.81,90
P003296,S003423,2025-09-04,369.87,107
P003297,S003424,2025-11-11,1060.38,90
P003298,S003425,2026-04-17,594.66,106
P003299,S003426,2025-10-06,197.34,84
P003300,S003427,2025-12-27,98.4,31
P003301,S003428,2026-01-15,193.51,43
P003302,S003429,2025-07-06,69.75,44
P003303,S003430,2025-07-06,1570.59,94
P003304,S003431,2026-01-13,578.95,96
P003305,S003432,2025-06-12,83.63,33
P003306,S003433,2025-08-05,1080.42,93
P003307,S003434,2025-07-03,307.16,82
P003308,S003435,2025-11-26,813.92,106
